id,Version,English,English (Europe),German,Spanish,Spanish (US),French,French (US),Italian,Dutch,Chinese,Chinese (Traditional),Japanese,Korean,Russian
Ftr_03471,1.0.0,light switch,light switch,Multischalter,set de interruptores,set de interruptores,triple interrupteur,triple interrupteur,pannello di interruttori,schakelaars,开关,開關,スイッチ,스위치,переключатели
Ftr_03472,1.0.0,golden toilet,golden toilet,Goldtoilette,inodoro dorado,inodoro dorado,WC d'or,toilette d'or,water dorato,gouden toilet,黄金马桶,黃金馬桶,おうごんのトイレ,황금 변기,золотой унитаз
Ftr_03473,1.0.0,golden seat,golden seat,Goldsitz,banco dorado,banco dorado,banquette d'or,banquette d'or,panchina dorata,gouden zetel,黄金长椅,黃金長椅,おうごんのベンチ,황금 벤치,золотая скамья
Ftr_03490,1.0.0,wooden waste bin,wooden waste bin,Holz-Abfalleimer,papelera de madera,papelera de madera,poubelle en bois,poubelle en bois,cestino per rifiuti di legno,houten prullenmand,木制废纸篓,木製廢紙簍,もくせいのくずかご,나무 쓰레기통,деревянная мусорка
Ftr_03497,1.0.0,frozen table,frozen table,Eistisch,mesa iceberg,mesa iceberg,table arctique,table arctique,tavolo iceberg,ijstafel,冰块桌,冰桌,こおりのテーブル,얼음 테이블,ледяной стол
Ftr_03498,1.0.0,frozen partition,frozen partition,Eis-Trennwand,mampara iceberg,mampara iceberg,panneau arctique,panneau arctique,divisorio iceberg,ijsscheidingswand,冰块隔板,冰隔板,こおりのパーテーション,얼음 파티션,ледяная ширма
Ftr_03499,1.0.0,frozen arch,frozen arch,Eistor,arco iceberg,arco iceberg,arche arctique,arche arctique,arco iceberg,ijspoort,冰块拱门,冰拱門,こおりのアーチ,얼음 아치,ледяная арка
Ftr_03500,1.0.0,frozen pillar,frozen pillar,Eissäule,columna iceberg,columna iceberg,pilier arctique,pilier arctique,pilastro iceberg,ijspilaar,冰块柱子,冰柱子,こおりのはしら,얼음 기둥,ледяная подставка
Ftr_03501,1.0.0,frozen sculpture,frozen sculpture,Eisskulptur,escultura iceberg,escultura iceberg,sculpture arctique,sculpture arctique,statua iceberg,ijssculptuur,冰块艺术品,冰裝置藝術,こおりのアート,얼음 조각상,ледяная скульптура
Ftr_03502,1.0.0,frozen bed,frozen bed,Eisbett,cama iceberg,cama iceberg,lit arctique,lit arctique,letto iceberg,ijsbed,冰块床铺,冰床鋪,こおりのベッド,얼음 침대,ледяная кровать
Ftr_03503,1.0.0,frozen chair,frozen chair,Eisstuhl,sillón iceberg,sillón iceberg,chaise arctique,chaise arctique,poltrona iceberg,ijsstoel,冰块椅子,冰椅子,こおりのイス,얼음 의자,ледяной стул
Ftr_03504,1.0.0,frozen tree,frozen tree,Eisbaum,árbol iceberg,árbol iceberg,arbre arctique,arbre arctique,albero iceberg,ijsboom,冰块树木,冰樹木,こおりのツリー,얼음 트리,ледяное дерево
Ftr_03505,1.0.0,frozen counter,frozen counter,Eistresen,barra iceberg,barra iceberg,comptoir arctique,comptoir arctique,bancone iceberg,ijsbar,冰块吧台,冰吧台,こおりのカウンター,얼음 카운터,ледяная стойка
Ftr_03509,1.0.0,garden bench,garden bench,Gartenbank,banco de jardín,banco de jardín,banc de parc,banc de parc,panchina da giardino,tuinbankje,花园长椅,花園長椅,ガーデンベンチ,가든 벤치,садовая скамья
Ftr_03551,1.0.0,bamboo shelf,bamboo shelf,Bambusregal,estante de bambú,estante de bambú,étagère en bambou,étagère en bambou,scaffale di bambù,bamboerek,竹制博古架,竹製多寶架,たけのシェルフ,대나무 쉘프,полка из бамбука
Ftr_03553,1.0.0,bamboo partition,bamboo partition,Bambus-Wandschirm,separador de bambú,separador de bambú,paravent en bambou,paravent en bambou,divisorio di bambù,bamboescheidingswand,竹屏风,竹屏風,たけのスクリーン,대나무 파티션,ширма из бамбука
Ftr_03554,1.0.0,bamboo candleholder,bamboo candleholder,Bambus-Kerzenhalter,portavelas de bambú,portavelas de bambú,bougeoir en bambou,bougeoir en bambou,candeliere di bambù,bamboekaarsenhouder,竹制烛台,竹製燭台,たけのキャンドルホルダー,대나무 촛대,подсвечник из бамбука
Ftr_03555,1.0.0,bamboo doll,bamboo doll,Bambus-Schachtelkobold,ornamento de bambú,ornamento de bambú,boîte à malice en bambou,boîte à malice en bambou,scatola a sorpresa di bambù,bamboespeelgoed,竹制惊吓箱,竹製驚嚇箱,たけのビックリばこ,대나무 깜짝 상자,кукла из бамбука
Ftr_03556,1.0.0,bamboo stopblock,bamboo stopblock,Bambus-Absperrung,barrera de bambú,barrera de bambú,heurtoir en bambou,heurtoir en bambou,barriera di bambù,bamboebarrière,竹制挡车墩,竹製擋車墩,たけのくるまどめ,대나무 주차 멈춤 턱,ограничитель из бамбука
Ftr_03557,1.0.0,bamboo floor lamp,bamboo floor lamp,Bambus-Stehlampe,lámpara de bambú,lámpara de bambú,lampe de sol en bambou,lampe de sol en bambou,lampada di bambù,bamboelamp,竹制落地灯,竹製落地燈,たけのフロアスタンド,대나무 플로어 스탠드,светильник из бамбука
Ftr_03558,1.0.0,bamboo wall decoration,bamboo wall decoration,Bambusdekoration,adorno colgante de bambú,adorno colgante de bambú,déco murale en bambou,déco murale en bambou,ornamento di bambù,bamboewandversiering,竹花瓶,竹花瓶,たけのいちりんざし,대나무 꽃병,декор из бамбука
Ftr_03559,1.0.0,iron wall lamp,iron wall lamp,Eisenwandlampe,aplique de hierro,aplique de hierro,lampe murale en fer,lampe murale en fer,lampada a muro di ferro,ijzeren wandlamp,铸铁壁灯,鑄鐵壁燈,アイアンウォールランプ,아이언 벽걸이 램프,железное бра
Ftr_03560,1.0.0,iron worktable,iron worktable,Eisenarbeitstisch,escritorio de hierro,escritorio de hierro,établi en fer,établi en fer,banco da lavoro di ferro,ijzeren tafel,铸铁工作桌,鑄鐵工作桌,アイアンワークテーブル,아이언 작업용 책상,железный верстак
Ftr_03561,1.0.0,iron hanger stand,iron hanger stand,Eisengarderobe,perchero de hierro,perchero de hierro,portemanteau en fer,portemanteau en fer,attaccapanni di ferro,ijzeren kapstok,铸铁衣帽立架,鑄鐵衣帽立架,アイアンハンガースタンド,아이언 스탠드 행거,железная вешалка
Ftr_03562,1.0.0,iron wall rack,iron wall rack,Eisenwandregal,repisa de hierro,repisa de hierro,étagère murale en fer,étagère murale en fer,mensola di ferro,ijzeren wandrek,铸铁壁架,鑄鐵壁架,アイアンウォールラック,아이언 벽걸이 선반,железная полка
Ftr_03563,1.0.0,iron shelf,iron shelf,Eisenregal,estantería de hierro,estantería de hierro,étagère en fer,étagère en fer,scaffale di ferro,ijzeren stellingkast,铸铁柜,鑄鐵櫃,アイアンシェルフ,아이언 쉘프,железный стеллаж
Ftr_03580,1.0.0,bonsai shelf,bonsai shelf,Bonsai-Tisch,banco de bonsáis,banco de bonsáis,présentoir à bonsaïs,présentoir à bonsaïs,tavolo con bonsai,tafeltje met bonsai,盆栽架,盆栽架,ぼんさいだな,분재 진열대,полка для бонсай
Ftr_03581,1.0.0,fish-drying rack,fish-drying rack,Dörrfisch,rejilla para secar pescado,rejilla para secar pescado,séchoir à poissons,séchoir à poissons,essiccatore per pesci,droogrek voor vis,鱼干,魚乾,ひもの,생선 건조대,сушеная рыба
Ftr_03582,1.0.0,book,book,Buch,libro,libro,livre,livre,libro,boek,书,書,ほん,책,книга
Ftr_03583,1.0.0,fishing-boat flag,fishing-boat flag,Fischerbootflagge,bandera barco pesquero,bandera barco pesquero,drapeau de pêche,drapeau de pêche,bandiera pesca fortunata,vissersbootvlag,大渔旗,大漁旗,たいりょうき,풍어기,флаг рыбацкого судна
Ftr_03584,1.0.0,writing poster,writing poster,Lern-Poster,cartel aprendizaje,póster de aprendizaje,poster d'études,poster d'études,poster da studio,huiswerkposter,儿童认知海报,兒童認知海報,がくしゅうポスター,공부 포스터,постер «Юный писарь»
Ftr_03586,1.0.0,magazine,magazine,Magazin,revista,revista,magazine,magazine,rivista,tijdschrift,杂志,雜誌,ざっし,잡지,журнал
Ftr_03587,1.0.0,fishing-rod stand,fishing-rod stand,Angelrutenhalter,soporte para cañas,soporte para cañas,présentoir cannes à pêche,présentoir cannes à pêche,rastrelliera da pesca,hengelrek,钓竿架,釣竿架,ロッドスタンド,낚싯대 스탠드,стойка для удочек
Ftr_03588,1.0.0,signpost,signpost,Wegweiser,poste indicador,poste indicador,panneau de direction,panneau de direction,segnale direzionale,wegwijzer,路标,路標,みちしるべ,이정표,столбик с указателем
Ftr_03590,1.0.0,desktop computer,desktop computer,Desktop-PC,ordenador de sobremesa,computadora de escritorio,ordinateur de bureau,ordinateur de bureau,PC fisso,pc,桌上型电脑,桌上型電腦,デスクトップPC,데스크톱 PC,компьютер
Ftr_03591,1.0.0,birthday candles,birthday candles,Geburtstagsdeko,set de velas de cumpleaños,set de velas de cumpleaños,lot bougies d'anniversaire,lot bougies de fête,ornamento di compleanno,verjaardagskaarsjes,生日蜡烛,生日蠟燭,バースデーキャンドル,생일 양초,именинные свечи
Ftr_03592,1.0.0,birthday cake,birthday cake,Geburtstagstorte,tarta de cumpleaños,pastel de cumpleaños,gâteau d'anniversaire,gâteau de fête,torta di compleanno,verjaardagstaart,生日蛋糕,生日蛋糕,バースデーケーキ,생일 케이크,именинный торт
Ftr_03593,1.0.0,birthday table,birthday table,Geburtstagstisch,mesa de cumpleaños,mesa de cumpleaños,table d'anniversaire,table de fête,tavolo di compleanno,verjaardagstafel,生日桌,生日桌,バースデーテーブル,생일 테이블,именинный стол
Ftr_03594,1.0.0,birthday sign,birthday sign,Geburtstagsschild,cartel de cumpleaños,letrero de cumpleaños,panneau d'anniversaire,panneau de fête,cartello di compleanno,verjaardagsbord,生日立牌,生日立牌,バースデーボード,생일 보드,именинный щит
Ftr_03595,1.0.0,park clock,park clock,Parkstanduhr,reloj de poste,reloj de pie,horloge publique,horloge publique,orologio da esterni,parkklok,公园时钟,公園時鐘,こうえんのとけい,공원 시계,парковые часы
Ftr_03596,1.0.0,pool,pool,Schwimmbecken,piscina privada,piscina privada,piscine,piscine,piscina,zwembad,游泳池,游泳池,プール,풀,бассейн
Ftr_03615,1.0.0,open-frame kitchen,open-frame kitchen,Gastro-Küche,cocina abierta,estufa abierta,kitchenette en acier,cuisinette en acier,cucina industriale,restaurantkeuken,层架式厨房,層架式廚房,フレームキッチン,프레임 키친,кухня с открытой полкой
Ftr_03616,1.0.0,system kitchen,system kitchen,Kochnische,cocina modular,estufa modular,kitchenette fonctionnelle,cuisinette fonctionnelle,cucina modulare,inbouwkeuken,橱柜式厨房,櫥櫃式廚房,システムキッチン,시스템 키친,кухонный блок
Ftr_03617,1.0.0,stall,stall,Verkaufsstand,tenderete,puesto,stand,stand,bancarella,kraampje,路边摊,路邊攤,やたい,노점,прилавок
Ftr_03618,1.0.0,cutting board,cutting board,Schneidebrett,tabla de cortar sencilla,tabla de cortar sencilla,planche à pain,planche à pain,tagliere semplice,snijplank,切菜板,切菜板,カッティングボード,도마,разделочная доска
Ftr_03619,1.0.0,soup kettle,soup kettle,Suppenkessel,sopera eléctrica,sopera eléctrica,soupière électrique,soupière électrique,zuppiera elettrica,soepketel,保温汤锅,保溫湯鍋,スープジャー,수프 워머,электрокастрюля
Ftr_03620,1.0.0,toy cockroach,toy cockroach,Spielzeugkakerlake,cucaracha de pega,cucaracha de juguete,cafard en plastique,cafard en plastique,scarafaggio finto,fopkakkerlak,玩具蟑螂,玩具蟑螂,おもちゃのゴキブリ,장난감 바퀴벌레,игрушечный таракан
Ftr_03621,1.0.0,loft bed with desk,loft bed with desk,Bettpult,escritorio con litera,escritorio con litera,lit mezzanine avec bureau,lit mezzanine avec bureau,letto rialzato con scrivania,hoogslaper met bureau,书桌床组,書桌床組,ベッドデスク,벙커 침대,ярусная кровать со столом
Ftr_03622,1.0.0,floor seat,floor seat,Bodensitz,silla sin patas,silla sin patas,chaise au sol,chaise au sol,sedia giapponese,vloerstoel,和室椅,和室椅,ざいす,좌식 의자,напольное сиденье
Ftr_03623,1.0.0,toy box,toy box,Spielzeugkiste,cajón de los juguetes,cajón de los juguetes,boîte à jouets,boîte à jouets,scatola di giocattoli,doos speelgoed,玩具箱,玩具箱,おもちゃばこ,장난감 상자,коробка с игрушками
Ftr_03624,1.0.0,cute bed,cute bed,Bonbon-Bett,cama cuqui,cama adorable,lit mimi,lit cute,letto grazioso,schattige bed,可爱床铺,可愛床鋪,キュートなベッド,큐트 침대,милая кровать
Ftr_03654,1.0.0,oil lamp,oil lamp,Spirituslampe,lámpara de aceite,lámpara de aceite,lampe à pétrole,lampe à l'huile,lampada ad alcool,olielamp,酒精灯,酒精燈,アルコールランプ,알코올램프,масляная лампа
Ftr_03658,1.0.0,bamboo basket,bamboo basket,Bambuskorb,cesta de bambú,cesta de bambú,corbeille en bambou,corbeille en bambou,canestro di bambù,bamboemand,竹篮,竹籃,たけのかご,대나무 바구니,корзина из бамбука
Ftr_03672,1.0.0,cardboard box,cardboard box,Karton,caja de cartón,caja de cartón,boîte en carton,boîte en carton,scatolone,kartonnen doos,纸箱,紙箱,ダンボール,종이 상자,картонная коробка
Ftr_03675,1.0.0,hay bed,hay bed,Strohbett,colchón de heno,colchón de heno,lit de paille,lit de paille,pagliericcio,strobed,干草床铺,乾草床鋪,ほしくさのベッド,건초 침대,постель из сена
Ftr_03681,1.0.0,piano bench,piano bench,Klavierbank,banco de piano,banco de piano,banquette de piano,banquette de piano,panca da pianoforte,pianokruk,钢琴琴凳,鋼琴椅子,ピアノのイス,피아노 의자,банкетка для фортепиано
Ftr_03683,1.0.0,plain sink,plain sink,Holzwaschtisch,lavabo sencillo,fregadero sencillo,lavabo simple,lavabo simple,lavandino grezzo,eenvoudige wasbak,朴素洗脸台,樸素洗臉台,そぼくなせんめんだい,소박한 세면대,простой умывальник
Ftr_03684,1.0.0,coconut juice,coconut juice,Kokosnusswasser,zumo de coco,jugo de coco,jus de coco,jus de noix de coco,acqua di cocco,drinkkokosnoot,椰子水,椰子水,ココナッツジュース,코코넛 주스,кокосовый сок
Ftr_03689,1.0.0,sauna heater,sauna heater,Saunaofen,estufa de sauna,calentador de sauna,poêle de sauna,poêle de sauna,stufa da sauna,saunaoven,三温暖电暖炉,三溫暖電暖爐,サウナストーブ,사우나 히터,печь для сауны
Ftr_03692,1.0.0,plain wooden shop sign,plain wooden shop sign,Holzschild,cartel sencillo de madera,letrero de madera,pancarte,pancarte,cartello informativo,eenvoudige bordje,朴素木制招牌,樸素木製招牌,そぼくなもくせいかんばん,소박한 목제 간판,простая дерев. вывеска
Ftr_03697,1.0.0,portable radio,portable radio,Taschenradio,radio portátil,radio portátil,radio portable,radio portable,radio portatile,draagbare radio,携带型收音机,攜帶型收音機,けいたいラジオ,휴대용 라디오,портативное радио
Ftr_03699,1.0.0,fish print,fish print,Fisch-Abklatschdruck,grabado de pez,grabado de pez,ichtyogramme,ichtyogramme,stampa di pesce,visposter,鱼拓,魚拓,ぎょたく,어탁,оттиск рыбы
Ftr_03701,1.0.0,writing desk,writing desk,Lern-Schreibtisch,escritorio aprendizaje,escritorio de aprendizaje,bureau d'études,bureau d'études,scrivania da studio,huiswerkbureau,学习书桌,學習書桌,がくしゅうデスク,공부 책상,письменный стол
Ftr_03702,1.0.0,writing chair,writing chair,Lern-Stuhl,silla aprendizaje,silla de aprendizaje,chaise d'études,chaise d'études,sedia da studio,huiswerkstoel,学习椅,學習椅,がくしゅうチェア,공부 의자,стул для письм. стола
Ftr_03772,1.0.0,golden candlestick,golden candlestick,Goldkerzenhalter,candelabro dorado,candelabro dorado,chandelier d'or,chandelier d'or,candelabro dorato,gouden kandelaar,黄金烛台,黃金燭台,おうごんのしょくだい,황금 촛대,золотой подсвечник
Ftr_03773,1.0.0,terrarium,terrarium,Terrarium,terrario botánico,terrario botánico,terrarium,terrarium,terrario,terrarium,玻璃盆栽,玻璃盆栽,テラリウム,테라리움,террариум
Ftr_03774,1.0.0,Libra scale,Libra scale,Balkenwaage,balanza Libra,balanza Libra,Balance à plateaux,Balance à plateaux,pesa oggetti Bilancia,Weegschaal-bascule,天秤,天秤,リブラのてんびん,천칭자리 저울,рычажные весы
Ftr_03775,1.0.0,hanging terrarium,hanging terrarium,Hänge-Terrarium,terrario botánico colgante,terrario botánico colgante,terrarium suspendu,terrarium suspendu,terrario sospeso,hangende terrarium,垂吊玻璃盆栽,垂吊玻璃盆栽,ハンギングテラリウム,행잉 테라리움,подвесной террариум
Ftr_03776,1.0.0,brick well,brick well,Ziegelsteinbrunnen,pozo de obra,pozo de ladrillos,puits en briques,puits en briques,pozzo di mattoni,bakstenen put,砖块水井,磚塊水井,レンガのいど,벽돌 우물,кирпичный колодец
Ftr_03783,1.0.0,den desk,den desk,Studierzimmertisch,escritorio de notario,escritorio de escribano,bureau ministre,bureau ministre,scrivania da presidente,notarisbureau,书房桌子,書房桌子,しょさいのつくえ,서재 책상,кабинетный стол
Ftr_03784,1.0.0,den chair,den chair,Studierzimmerdrehstuhl,sillón de notario,silla de escribano,fauteuil ministre,fauteuil ministre,sedia da presidente,bureaustoel,书房椅子,書房椅子,しょさいのイス,서재 의자,кабинетный стул
Ftr_03785,1.0.0,potted ivy,potted ivy,Efeu-Topfpflanze,maceta con hiedra,maceta con hiedra,lierre en pot,lierre en pot,edera in vaso,klimop in pot,壁挂式盆栽,壁掛式盆栽,かべかけのはっぱ,벽걸이 식물,плющ в горшке
Ftr_03802,1.0.0,pine bonsai tree,pine bonsai tree,Kiefern-Bonsai,conífera bonsái,conífera bonsái,bonsaï pin japonais,bonsaï pin japonais,bonsai conifera,bonsai-dennenboom,松树盆栽,松樹盆栽,マツのぼんさい,소나무 분재,бонсай из сосны
Ftr_03805,1.0.0,mush parasol,mush parasol,Pilzschirm,sombrilla hongo,sombrilla hongo,parasol champi,parasol champi,ombrellone fungo,paddenstoelparasol,蘑菇阳伞,蘑菇陽傘,キノコのパラソル,버섯 파라솔,грибной зонт
Ftr_03806,1.0.0,mush partition,mush partition,Pilzwandschirm,mampara hongo,mampara hongo,paravent champi,paravent champi,divisorio fungo,paddenstoelwand,蘑菇屏风,蘑菇屏風,キノコのスクリーン,버섯 파티션,грибная ширма
Ftr_03808,1.0.0,mush log,mush log,Pilzbaumstumpf,tronco hongo,tronco hongo,rondin champi,rondin champi,ciocco fungo,paddenstoelboomstam,蘑菇树干,蘑菇樹幹,キノコのげんぼく,버섯 원목,грибной пень
Ftr_03810,1.0.0,golden dishes,golden dishes,Goldgeschirr,servicio de mesa dorado,servicio de mesa dorado,vaisselle d'or,vaisselle d'or,set da tavola dorato,gouden servies,黄金餐具,黃金餐具,おうごんのしょっき,황금 식기,золотая посуда
Ftr_03816,1.0.0,streetlamp,streetlamp,Straßenlampe,farola,farola,réverbère,réverbère,lampione,straatlantaarn,路灯,路燈,がいとう,가로등,уличный фонарь
Ftr_03817,1.0.0,spider web,spider web,Spinnennetz,telaraña,telaraña,toile d'araignée,toile d'araignée,ragnatela,spinnenweb,蜘蛛网,蜘蛛網,クモのす,거미줄,паутина
Ftr_03818,1.0.0,pennant,pennant,Wimpel,banderín decorativo,banderín decorativo,fanion,fanion,gagliardetto,vaantje,三角旗,三角旗,ペナント,페넌트,знамя
Ftr_03819,1.0.0,oil-barrel bathtub,oil-barrel bathtub,Ölfassbad,bañera barril,bañera barril,baignoire baril de pétrole,baignoire baril de pétrole,vasca fusto di petrolio,badvat,泡澡汽油桶,泡澡汽油桶,ドラムかんぶろ,드럼통 욕조,бочка для купания
Ftr_03820,1.0.0,fan,fan,Ventilator,ventilador,ventilador,ventilateur,ventilateur,ventilatore,ventilator,风扇,風扇,せんぷうき,선풍기,вентилятор
Ftr_03821,1.0.0,air circulator,air circulator,Luftzirkulator,termoventilador,termoventilador,circulateur d'air,circulateur d'air,circolatore d'aria,vloerventilator,空气循环扇,空氣循環扇,サーキュレーター,서큘레이터,напольный вентилятор
Ftr_03822,1.0.0,pro tape recorder,pro tape recorder,Profi-Tonbandgerät,magnetófono profesional,magnetófono profesional,magnétophone à bobines,magnétophone à bobines,registratore a bobine,bandrecorder,盘式录音机,盤式錄音機,オープンリールデッキ,오픈릴 녹음기,студийный магнитофон
Ftr_03943,1.0.0,ironwood DIY workbench,ironwood DIY workbench,Eisen-Holz-Werkbank,banco bricolaje universidad,mesa de taller universitaria,établi en bois de fer,établi en bois-de-fer,banco lavoro di legno ferro,ijzeren-houten werkbank,铸铁木DIY桌,鑄鐵木DIY桌,アイアンウッドDIYテーブル,아이언우드 DIY 테이블,верстак из ДСП и стали
Ftr_03946,1.0.0,outdoor table,outdoor table,Campingtisch,mesa plegable de pícnic,mesa plegable de pícnic,table d'extérieur,table d'extérieur,tavolo pieghevole da picnic,kampeertafel,户外桌,戶外桌,アウトドアテーブル,아웃도어 테이블,стол для кемпинга
Ftr_03947,1.0.0,outdoor bench,outdoor bench,Campingbank,banco plegable de pícnic,banco plegable de pícnic,banquette d'extérieur,banquette d'extérieur,panca pieghevole da picnic,kampeerbank,户外长凳,戶外長椅,アウトドアベンチ,아웃도어 벤치,скамья для кемпинга
Ftr_03948,1.0.0,accessories stand,accessories stand,Schmuckstand,expositor de complementos,expositor de accesorios,présentoir à bijoux,présentoir à bijoux,porta accessori,sieradenrekje,饰品架,飾品架,アクセサリースタンド,액세서리 스탠드,стоечка для украшений
Ftr_03949,1.0.0,anthurium plant,anthurium plant,Flamingoblume,flor del flamenco,planta de calas rojas,anthurium,anthurium,pianta di anturio,aronskelk,火鹤花,火鶴花,アンスリウム,안수리움,антурия
Ftr_03950,1.0.0,antique chair,antique chair,Antikstuhl,silla antigua,silla antigua,chaise ancienne,chaise ancienne,vecchia sedia,antieke stoel,古董椅子,古董椅子,アンティークなイス,앤티크 의자,антикварный стул
Ftr_03951,1.0.0,antique console table,antique console table,Antikschreibtisch,consola antigua,consola antigua,console ancienne,console ancienne,vecchia consolle,antieke wandtafel,古董玄关桌,古董玄關桌,アンティークなコンソール,앤티크 콘솔 테이블,антикварный столик
Ftr_03952,1.0.0,antique table,antique table,Antiktisch,mesa de comedor antigua,mesa de comedor antigua,table ancienne,table ancienne,vecchio tavolo,antieke tafel,古董桌,古董桌,アンティークなテーブル,앤티크 테이블,антикварный стол
Ftr_03953,1.0.0,antique phone,antique phone,Antiktelefon,teléfono de pared antiguo,teléfono de pared antiguo,téléphone ancien,téléphone ancien,vecchio telefono,antieke telefoon,古董电话,古董電話,アンティークなでんわ,앤티크 전화기,антикварный телефон
Ftr_03954,1.0.0,antique clock,antique clock,Antikstanduhr,reloj antiguo,reloj antiguo,horloge ancienne,horloge ancienne,vecchio orologio,antieke klok,古董时钟,古董時鐘,アンティークなとけい,앤티크 시계,антикварные часы
Ftr_03955,1.0.0,antique vanity,antique vanity,Antikfrisiertisch,tocador antiguo,tocador antiguo,coiffeuse ancienne,coiffeuse ancienne,vecchia toletta,antieke make-uptafel,古董梳妆台,古董梳妝台,アンティークなドレッサー,앤티크 화장대,антикварное трюмо
Ftr_03956,1.0.0,antique bureau,antique bureau,Antiksekretär,buró antiguo,armario antiguo,bureau ancien,bureau ancien,vecchia ribalta,antieke bureau,古董写字桌,古董寫字桌,アンティークなビューロ,앤티크 뷰로,антикварный секретер
Ftr_03957,1.0.0,antique bed,antique bed,Antikbett,cama antigua,cama antigua,lit ancien,lit ancien,vecchio letto,antieke bed,古董床铺,古董床鋪,アンティークなベッド,앤티크 침대,антикварная кровать
Ftr_03958,1.0.0,antique mini table,antique mini table,Antiktischchen,mesa auxiliar antigua,mesa auxiliar antigua,guéridon ancien,guéridon ancien,vecchio tavolino,antieke tafeltje,古董小桌,古董小桌,アンティークなミニテーブル,앤티크 미니 테이블,антикварный мини-стол
Ftr_03959,1.0.0,antique wardrobe,antique wardrobe,Antikschrank,ropero antiguo,ropero antiguo,armoire ancienne,armoire ancienne,vecchio armadio,antieke kledingkast,古董衣橱,古董衣櫥,アンティークなワードローブ,앤티크 옷장,антикварный шкаф
Ftr_03960,1.0.0,handy water cooler,handy water cooler,Wasserkühler,dispensador de agua fría,dispensador de agua fría,distributeur d'eau fraîche,distributeur d'eau fraîche,mini distributore d'acqua,draagbare waterkoeler,饮料桶,飲料桶,ウォータージャグ,워터 저그,портативный кулер
Ftr_03961,1.0.0,fortune-telling set,fortune-telling set,Wahrsage-Set,kit de adivinación,kit de adivinación,set de divination,ensemble de divination,set per chiaroveggente,waarzeggersset,占卜组合,占卜組合,うらないセット,운세 세트,набор гадалки
Ftr_03962,1.0.0,inflatable sofa,inflatable sofa,Aufblas-Sofa,sofá hinchable,sofá inflable,hamac gonflable,hamac gonflable,sofà gonfiabile,opblaasbare bed,充气沙发,充氣沙發,エアーソファ,에어 소파,надувной диван
Ftr_03963,1.0.0,film projector,film projector,Filmprojektor,proyector de celuloide,proyector de cinta,projecteur de cinéma,projecteur de cinéma,proiettore,filmprojector,电影投影机,電影投影機,えいしゃき,영사기,кинопроектор
Ftr_03965,1.0.0,painting set,painting set,Malset,kit de pintura,kit de pintura,set de peinture,ensemble de peinture,set da pittura,verfset,水彩用具组合,水彩用具組合,おえかきセット,그림 그리기 세트,набор художника
Ftr_03966,1.0.0,big festive tree,big festive tree,Tannenbaum,árbol festivo,árbol festivo,grand sapin décoré,grand sapin décoré,albero festivo,grote feestboom,大型圣诞树,大型聖誕樹,おおきなクリスマスツリー,큰 크리스마스트리,праздничная ель
Ftr_03967,1.0.0,broom and dustpan,broom and dustpan,Kehrset,set de escoba y recogedor,set de escoba y pala,kit de balayage,kit de balayage,ramazza con paletta,bezem en stofblik,扫把畚箕组,掃把畚箕組,ほうきとちりとり,빗자루와 쓰레받기,метлы с совком
Ftr_03968,1.0.0,homework set,homework set,Hausaufgaben-Set,lote libros de colegio,pila de libros de colegio,lot livres scolaires,lot livres scolaires,set per i compiti,studiemateriaal,作业文具组合,作業文具組合,おべんきょうセット,공부 세트,домашние задания
Ftr_03969,1.0.0,toy centipede,toy centipede,Spielzeug-Hundertfüßer,ciempiés de pega,ciempiés de juguete,mille-pattes en plastique,mille-pattes en plastique,centopiedi finto,fopduizendpoot,玩具蜈蚣,玩具蜈蚣,おもちゃのムカデ,장난감 지네,игрушка-сороконожка
Ftr_03970,1.0.0,imperial decorative shelves,imperial decorative shelves,Asienregal,estantería dinastía,estantería imperial,étagère impériale,étagère impériale,scaffale da parete dinastia,keizerlijke wandkast,东方风装饰架,東方風裝飾架,オリエンタルなかざりだな,오리엔탈 쉘프,азиатская полочка
Ftr_03971,1.0.0,imperial partition,imperial partition,Asienwandschirm,biombo dinastía,biombo imperial,paravent impérial,paravent impérial,paravento dinastia,keizerlijke scherm,东方风屏风,東方風屏風,オリエンタルなスクリーン,오리엔탈 파티션,азиатская ширма
Ftr_03972,1.0.0,imperial chest,imperial chest,Asienkommode,cajonera dinastía,cajonera imperial,commode impériale,commode impériale,comò dinastia,keizerlijke ladenkast,东方风矮柜,東方風矮櫃,オリエンタルなチェスト,오리엔탈 수납장,азиатский комод
Ftr_03973,1.0.0,imperial bed,imperial bed,Asienbett,cama dinastía,cama imperial,lit impérial,lit impérial,letto dinastia,keizerlijke bed,东方风床铺,東方風床鋪,オリエンタルなベッド,오리엔탈 침대,азиатская кровать
Ftr_03974,1.0.0,imperial low table,imperial low table,Asiensofatisch,mesa baja dinastía,mesa baja imperial,table basse impériale,table basse impériale,tavolinetto dinastia,keizerlijke bijzettafel,东方风矮桌,東方風矮桌,オリエンタルなローテーブル,오리엔탈 낮은 테이블,азиатский столик
Ftr_03975,1.0.0,orange end table,orange end table,Orange-Tischchen,mesa auxiliar naranja,mesa auxiliar naranja,guéridon orange,guéridon orange,tavolino arancia,sinaasappeltafeltje,橘子边桌,橘子邊桌,オレンジのサイドテーブル,오렌지 사이드 테이블,столик-апельсин
